transaction_id,customer_id,customer_age,customer_gender,income_group,bank_name,card_type,transaction_amount,transaction_type,transaction_time,transaction_location,state,device_type,operating_system,merchant_category,previous_transactions_count,account_balance,international_transaction,failed_login_attempts,suspicious_ip_flag,new_device_login,risk_score,is_fraud
TXN0000069,CUST290447,65,Female,Low,RBL Bank,MasterCard,367.17,NEFT,6/28/2025,Prayagraj,Andhra Pradesh,ATM,iOS,Entertainment,100,615180.26,0,7,0,0,15,0
TXN0000070,CUST940862,33,Male,Middle,Union Bank,RuPay,7106.18,IMPS,4/16/2025,Thane,Goa,mobile,Linux,Entertainment,97,488212.63,0,0,0,0,10,0
TXN0000071,CUST208299,58,Male,Upper-Middle,South Indian Bank,MasterCard,11709.10,Debit Card,8/4/2025,Vadodara,Himachal Pradesh,ATM,Android,Bills,58,1127004.93,0,4,0,0,0,0
TXN0000072,CUST611621,51,Female,Middle,Axis Bank,Visa,7766.16,ATM Withdrawal,2/7/2025,Bangalore,West Bengal,POS,Android,Healthcare,149,855980.87,0,9,1,0,35,0
TXN0000073,CUST775727,49,Male,Upper-Middle,South Indian Bank,RuPay,7384.20,ATM Withdrawal,4/7/2025,Faridabad,Delhi,POS,iOS,Fuel,88,707702.16,0,4,0,0,10,0
TXN0000074,CUST253552,54,Male,High,IDFC First,MasterCard,3868.45,Debit Card,9/16/2025,Raipur,Himachal Pradesh,mobile,Windows,Insurance,86,1451087.61,0,6,0,0,15,0
TXN0000075,CUST354841,37,Female,Low,Kotak Mahindra,MasterCard,7481.92,RTGS,7/20/2025,Jabalpur,Punjab,POS,iOS,Bills,63,283446.85,0,8,0,1,30,0
TXN0000076,CUST123972,59,Female,High,Bandhan Bank,RuPay,1642.63,RTGS,9/10/2025,Amritsar,Tamil Nadu,desktop,iOS,Food,103,103428.70,0,1,0,0,0,0
TXN0000077,CUST641364,64,Male,Upper-Middle,Kotak Mahindra,MasterCard,7550.11,Credit Card,2/24/2025,Shimla,Himachal Pradesh,desktop,Linux,Shopping,78,609562.16,0,10,1,0,45,1
TXN0000078,CUST176106,21,Male,High,Indian Bank,Visa,5279.55,Credit Card,12/8/2025,Gurgaon,Jammu & Kashmir,mobile,Windows,Travel,75,1091241.61,0,6,0,0,15,0
TXN0000079,CUST492368,40,Female,Middle,Canara Bank,MasterCard,9662.75,Credit Card,5/26/2025,Jabalpur,Gujarat,desktop,Linux,Healthcare,94,659814.88,0,8,0,0,25,0
TXN0000080,CUST265557,27,Female,Low,AU Small Finance,MasterCard,689.13,RTGS,5/7/2025,Varanasi,Gujarat,ATM,iOS,Shopping,89,226772.94,1,1,0,0,20,0
TXN0000081,CUST520650,40,Male,High,RBL Bank,RuPay,10744.27,Debit Card,7/26/2025,Kolkata,Punjab,desktop,Linux,Education,113,1045569.98,0,2,0,0,10,0
TXN0000082,CUST562540,25,Male,Upper-Middle,Bandhan Bank,Visa,8136.28,NEFT,2/5/2025,Jodhpur,Tamil Nadu,desktop,Linux,Bills,40,662387.40,0,0,0,0,0,0
TXN0000083,CUST671939,68,Female,High,IndusInd,RuPay,8313.91,ATM Withdrawal,3/21/2025,Thane,Karnataka,mobile,iOS,Travel,82,1019099.38,0,6,0,0,15,0
TXN0000084,CUST564445,53,Female,Upper-Middle,South Indian Bank,Visa,4808.30,NEFT,9/16/2025,Hyderabad,Tamil Nadu,mobile,Linux,Education,91,645114.26,0,6,0,1,30,0
TXN0000085,CUST535025,35,Female,Upper-Middle,Canara Bank,MasterCard,25924.01,UPI,11/22/2025,Jaipur,West Bengal,POS,Linux,Bills,139,535846.85,0,0,0,0,0,0
TXN0000086,CUST247618,19,Female,Low,Union Bank,RuPay,1592.94,IMPS,11/21/2025,Aurangabad,Telangana,desktop,Windows,Entertainment,109,1334714.60,0,7,0,0,15,0
TXN0000087,CUST918735,25,Female,High,Bank of Baroda,Visa,2486.94,Credit Card,7/7/2025,Kochi,Maharashtra,mobile,Windows,Travel,4,1248785.14,0,4,0,0,0,0
TXN0000088,CUST794720,33,Male,Middle,ICICI,RuPay,1808.28,Wallet,2/5/2025,Delhi,Telangana,desktop,iOS,Bills,51,645019.91,0,9,0,0,15,0
TXN0000089,CUST574814,70,Male,Upper-Middle,IndusInd,RuPay,345.57,IMPS,10/10/2025,Bangalore,Telangana,mobile,Linux,Electronics,4,233219.18,0,3,0,0,10,0
TXN0000090,CUST691668,60,Male,High,HDFC,RuPay,16401.76,ATM Withdrawal,6/18/2025,Kolkata,Punjab,desktop,iOS,Healthcare,2,84917.63,0,4,0,0,0,0
TXN0000091,CUST893867,21,Female,Low,AU Small Finance,MasterCard,584.46,ATM Withdrawal,2/6/2025,Raipur,Tamil Nadu,POS,Android,Insurance,83,1361896.38,0,1,0,0,10,0
TXN0000092,CUST827885,19,Female,Upper-Middle,Union Bank,Visa,6541.47,UPI,2/11/2025,Dhanbad,Madhya Pradesh,desktop,iOS,Entertainment,84,331694.64,0,6,0,0,15,0
TXN0000093,CUST246121,60,Male,Upper-Middle,Bandhan Bank,MasterCard,6975.80,Debit Card,3/14/2025,Raipur,Andhra Pradesh,ATM,Android,Travel,95,836279.75,0,9,0,0,15,0
TXN0000094,CUST911285,53,Male,Upper-Middle,Bank of Baroda,MasterCard,3323.05,Wallet,2/28/2025,Dehradun,Punjab,POS,iOS,Travel,133,1081907.58,0,7,0,0,25,0
TXN0000095,CUST380827,65,Male,High,Kotak Mahindra,MasterCard,93.31,Debit Card,11/6/2025,Chandigarh,Haryana,ATM,Linux,Electronics,5,342773.84,0,5,0,0,10,0
TXN0000096,CUST299857,33,Female,Upper-Middle,SBI,Visa,12925.85,Debit Card,8/13/2025,Mumbai,Delhi,mobile,iOS,Shopping,10,358790.94,0,8,0,1,30,0
TXN0000097,CUST413239,45,Female,Low,AU Small Finance,Visa,3402.22,RTGS,3/31/2025,Prayagraj,Haryana,mobile,Linux,Entertainment,102,96009.12,0,6,1,0,35,0
TXN0000098,CUST568201,60,Female,Middle,Axis Bank,Visa,5615.52,Credit Card,12/13/2025,Mysore,Delhi,ATM,Windows,Education,60,1360835.38,0,3,0,0,0,0
TXN0000099,CUST894284,65,Female,High,Indian Bank,MasterCard,8678.12,NEFT,6/26/2025,Jabalpur,Delhi,mobile,Android,Food,121,716070.46,0,8,0,0,15,0
TXN0000100,CUST271674,32,Female,Low,Bank of Baroda,Visa,7873.52,NEFT,12/16/2025,Dhanbad,Punjab,POS,Linux,Shopping,116,952008.37,0,10,0,0,15,0
TXN0000101,CUST528799,41,Female,High,Federal Bank,Visa,8302.12,ATM Withdrawal,4/18/2025,Jodhpur,Telangana,POS,Linux,Fuel,125,1427780.04,0,3,1,0,20,0
TXN0000102,CUST251784,20,Male,Upper-Middle,Bank of Baroda,Visa,2934.71,Debit Card,12/30/2025,Bhopal,Delhi,desktop,Windows,Bills,41,1283532.67,0,4,0,0,0,0
TXN0000103,CUST556862,58,Male,Low,IndusInd,MasterCard,3721.85,NEFT,10/6/2025,Chennai,Jharkhand,mobile,Windows,Entertainment,50,1201319.01,0,4,0,0,0,0
TXN0000104,CUST395602,30,Male,Low,IDFC First,RuPay,1919.13,Wallet,12/4/2025,Faridabad,Punjab,ATM,Windows,Bills,86,994061.27,0,4,1,0,20,0
TXN0000105,CUST693005,59,Female,Low,ICICI,Visa,24279.44,UPI,10/28/2025,Kolkata,Goa,POS,iOS,Education,61,167423.35,0,8,0,0,25,0
TXN0000106,CUST764457,64,Male,High,Federal Bank,MasterCard,2383.22,UPI,10/18/2025,Chandigarh,Haryana,POS,iOS,Electronics,83,121895.55,0,3,0,0,0,0
TXN0000107,CUST495900,29,Male,Middle,Bank of Baroda,MasterCard,1115.53,NEFT,7/6/2025,Ahmedabad,Haryana,desktop,Android,Food,141,1263688.38,0,8,0,0,25,0
TXN0000108,CUST392337,22,Male,High,SBI,Visa,969.53,IMPS,6/30/2025,Faridabad,Punjab,mobile,iOS,Food,4,1327570.97,1,1,0,0,20,0
TXN0000109,CUST391580,26,Female,Upper-Middle,IDFC First,RuPay,20183.83,ATM Withdrawal,10/9/2025,Gurgaon,Bihar,ATM,Windows,Fuel,147,54611.24,0,2,0,0,10,0
TXN0000110,CUST353659,45,Male,Low,Kotak Mahindra,RuPay,3030.94,IMPS,1/17/2025,Bhopal,West Bengal,POS,iOS,Food,92,1429164.33,0,3,1,0,20,0
TXN0000111,CUST211544,53,Male,Low,HSBC India,MasterCard,9258.44,UPI,12/4/2025,Aligarh,Jammu & Kashmir,mobile,iOS,Bills,4,493544.50,0,10,0,0,15,0
TXN0000112,CUST206794,36,Male,High,UCO Bank,MasterCard,17164.87,Credit Card,1/2/2025,Aligarh,Andhra Pradesh,ATM,Android,Electronics,66,1337411.72,0,1,0,1,15,0
TXN0000113,CUST350558,25,Male,Upper-Middle,RBL Bank,Visa,8450.89,Debit Card,4/3/2025,Ranchi,West Bengal,desktop,Linux,Fuel,12,153268.69,0,7,0,0,15,0
TXN0000114,CUST395743,26,Male,Low,PNB,RuPay,3443.24,ATM Withdrawal,1/17/2025,Pune,Rajasthan,POS,iOS,Entertainment,87,561129.29,0,6,0,0,15,0
TXN0000115,CUST358479,35,Male,High,RBL Bank,Visa,19962.55,UPI,3/6/2025,Nagpur,Telangana,ATM,Linux,Shopping,92,174042.45,0,6,0,0,15,0
TXN0000116,CUST305961,39,Female,Low,South Indian Bank,Visa,9335.68,UPI,5/29/2025,Bangalore,Himachal Pradesh,mobile,Windows,Electronics,72,398626.05,0,1,0,0,0,0
TXN0000117,CUST561569,47,Male,Middle,SBI,MasterCard,1906.93,RTGS,7/28/2025,Raipur,Uttarakhand,desktop,Linux,Education,115,780504.10,0,10,0,0,15,0
TXN0000118,CUST627842,26,Male,Upper-Middle,ICICI,MasterCard,12151.91,NEFT,10/23/2025,Hyderabad,Andhra Pradesh,POS,Linux,Shopping,117,1216461.86,0,5,0,0,0,0
TXN0000119,CUST498132,26,Female,Low,HDFC,MasterCard,10007.73,Debit Card,1/15/2025,Aligarh,Goa,desktop,iOS,Insurance,57,1056576.07,0,9,0,0,15,0
TXN0000120,CUST400033,36,Male,Low,PNB,RuPay,3514.32,Wallet,5/7/2025,Bhopal,Madhya Pradesh,POS,Linux,Insurance,86,978474.42,0,1,0,0,0,0
TXN0000121,CUST290405,24,Male,High,Kotak Mahindra,MasterCard,1563.65,Debit Card,12/17/2025,Madurai,Madhya Pradesh,desktop,Android,Bills,61,1269818.17,0,3,0,0,0,0
TXN0000122,CUST227125,59,Female,Middle,Canara Bank,MasterCard,8728.08,ATM Withdrawal,6/2/2025,Ranchi,Andhra Pradesh,desktop,iOS,Insurance,13,1082968.91,0,2,0,1,15,0
TXN0000123,CUST226373,49,Male,Low,Union Bank,RuPay,13064.28,Credit Card,7/23/2025,Jabalpur,Bihar,ATM,Linux,Food,137,1030876.45,0,1,0,0,0,0
TXN0000124,CUST277946,64,Male,Low,Union Bank,MasterCard,3219.23,Wallet,3/1/2025,Thane,Uttar Pradesh,desktop,Android,Shopping,78,1367813.01,0,2,0,0,0,0
TXN0000125,CUST303475,34,Female,Middle,Kotak Mahindra,RuPay,4021.08,ATM Withdrawal,12/20/2025,Patna,Tamil Nadu,desktop,Android,Electronics,103,199931.63,0,5,0,0,0,0
TXN0000126,CUST864877,33,Female,Low,Kotak Mahindra,RuPay,3086.90,NEFT,12/15/2025,Varanasi,Andhra Pradesh,mobile,iOS,Food,132,411258.16,0,8,0,0,15,0
TXN0000127,CUST113118,59,Female,High,HDFC,Visa,1918.64,Wallet,8/31/2025,Dehradun,Madhya Pradesh,POS,iOS,Entertainment,119,1112040.65,0,8,0,0,15,0
TXN0000128,CUST840017,70,Female,Upper-Middle,Kotak Mahindra,Visa,7416.65,Credit Card,3/3/2025,Dehradun,Tamil Nadu,mobile,Windows,Healthcare,138,1468362.21,0,6,1,1,50,1
TXN0000129,CUST867245,42,Female,High,PNB,MasterCard,3465.12,UPI,2/1/2025,Gwalior,Haryana,ATM,Linux,Shopping,60,314115.03,0,2,0,0,0,0
TXN0000130,CUST701830,38,Female,Upper-Middle,RBL Bank,MasterCard,7506.17,IMPS,5/20/2025,Kolkata,Gujarat,desktop,Android,Education,56,927977.95,0,8,0,0,15,0
TXN0000131,CUST528917,39,Female,High,Yes Bank,MasterCard,3148.92,Wallet,6/1/2025,Surat,Punjab,POS,iOS,Healthcare,97,1064419.84,0,7,1,0,35,0
TXN0000132,CUST671287,24,Female,Upper-Middle,IndusInd,Visa,3085.85,Debit Card,9/27/2025,Amritsar,West Bengal,desktop,Windows,Food,145,486922.54,0,8,0,0,15,0
TXN0000133,CUST235820,68,Male,Low,PNB,RuPay,1520.58,RTGS,10/12/2025,Meerut,Karnataka,POS,iOS,Fuel,10,171966.27,0,10,0,0,15,0
TXN0000134,CUST319744,39,Female,Upper-Middle,Kotak Mahindra,MasterCard,30570.10,IMPS,5/6/2025,Kochi,Haryana,desktop,Android,Education,138,525349.52,0,3,0,0,0,0
TXN0000135,CUST550687,42,Male,Middle,PNB,MasterCard,165.07,NEFT,12/14/2025,Coimbatore,Maharashtra,mobile,Linux,Shopping,35,296928.23,0,2,0,0,10,0
TXN0000136,CUST794422,64,Male,Middle,Kotak Mahindra,MasterCard,5559.76,IMPS,6/24/2025,Varanasi,Rajasthan,desktop,Windows,Bills,65,72585.41,0,2,0,0,0,0
TXN0000137,CUST808389,65,Female,Low,Indian Bank,Visa,5761.32,Debit Card,12/2/2025,Ranchi,Jharkhand,desktop,Android,Education,84,746774.36,1,9,1,0,55,1
TXN0000138,CUST654691,29,Male,Middle,PNB,RuPay,543.87,NEFT,6/28/2025,Srinagar,Goa,desktop,Windows,Bills,79,1447443.09,0,5,0,0,0,0
TXN0000139,CUST240424,24,Female,Upper-Middle,Canara Bank,MasterCard,15596.96,UPI,3/8/2025,Goa,Uttar Pradesh,ATM,Android,Healthcare,93,692036.11,0,4,0,0,10,0
TXN0000140,CUST281154,22,Female,Low,AU Small Finance,MasterCard,820.64,ATM Withdrawal,12/16/2025,Noida,Haryana,desktop,Android,Healthcare,38,795758.97,0,5,0,0,0,0
TXN0000141,CUST761402,65,Female,Low,HSBC India,RuPay,6880.26,NEFT,1/2/2025,Aurangabad,Rajasthan,POS,iOS,Entertainment,111,509605.82,0,5,0,0,0,0
TXN0000142,CUST382939,66,Male,Middle,Bandhan Bank,MasterCard,744.13,Debit Card,1/17/2025,Gurgaon,Andhra Pradesh,desktop,iOS,Food,61,371956.14,0,9,0,0,15,0
